SMILES	JNK1	JNK2	JNK3	FA7
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1c1[nH]c(cn1)c1nc[nH]c1)c1ncncc1Cl)C(=O)N	7.5	9.2	7.5	8.5
C12Cc3c(c(O)ccc3N3CCNCC3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cncc1c1[nH]cnc1c1cccc2N(C(=O)C(=NO)c12)C)C(=O)N	8.3	12.9	8.3	9.6
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1c1[nH]c(nc1)c1cc2c(ccc3c2cncc3)nc1)c1cnc2ccccc2c1)C(=O)N	9.8	10.6	9.8	9.1
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(ncc1)c1c[nH]nc1c1[nH]c(nc1)c1n[nH]cn1)C(=O)N	9.1	8.8	9.1	9.7
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1CCCN(C)C)CCC)c1cc[nH]n1)C(=O)N	6.6	6.4	6.6	8.0
C12Cc3c(c(O)ccc3n3cnc4cncnc34)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1C(=O)NO)c1cc[nH]n1)C(=O)N	8.2	9.2	8.2	8.2
C12Cc3c(c(O)ccc3N(C)C)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1c1nc[nH]c1)c1ncncc1Cl)C(=O)N	8.3	8.6	8.3	7.0
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1c1ncn(c1)C1C(=C(C(=O)C2(C(=C3C(Cc4c(c(O)ccc4)C3=O)CC12)O)O)C(=O)N)O)c1cc(F)cc2c1OCOC2)C(=O)N	9.2	10.3	9.2	8.8
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(ncc1c1nc[nH]c1)CNC(=O)C1OCC(C1O)O)C(=O)N	8.3	7.7	8.3	8.8
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1c1ccc(Br)cc1)c1ccncn1)CC(=O)NC)C(=O)N	6.8	6.8	6.8	8.7
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(ncc1)c1c[nH]nc1c1c(c[nH]n1)C(=O)NC)C(=O)N	7.8	7.8	7.8	8.2
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cncc1c1ccnc(n1)NC(=O)Cc1c[nH]nc1)C(=O)N	9.1	8.7	9.1	9.0
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1c1nc([nH]c1)c1cc(Cl)ccc1)c1cc(Cl)ccc1)C(=O)N	9.3	10.1	9.3	8.6
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1c1n(ccn1)c1ncccn1)c1cnc2ccccn12)C(=O)N	8.9	10.6	8.9	9.0
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cncc1c1[nH]cnc1c1nc([nH]c1)CC1CC1)C(=O)N	6.8	8.5	6.8	8.0
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1CCC)c1cc[nH]n1)c1cc(Cl)ccc1)C(=O)N	7.1	7.6	7.1	8.5
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(ncc1)c1c[nH]nc1c1cccc2N(C(=O)C(=NO)c12)Cc1ccc(Cl)c(Cl)c1)C(=O)N	9.1	9.1	9.1	8.5
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1)c1[nH]c(nc1CC1CC1)CC(=O)N)C(=O)N	8.9	8.7	8.9	8.5
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cncc1c1ncn(c1c1cc2c(ccc3c2cncc3)nc1)C1CCC(O)CC1)C(=O)N	8.6	8.9	8.6	9.9
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cncc1c1[nH]c(nc1c1ccc2[nH]ncc2c1)c1c[nH]cc1)C(=O)N	8.1	9.3	8.1	9.7
C12Cc3c(c(O)ccc3NC(=O)C)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(ncc1)c1cnc2cccc(c2c1)N)C(=O)N	8.8	9.5	8.8	8.6
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cncc1c1n(cnc1c1ccc(Br)cc1)CC(=O)N)C(=O)N	8.0	8.6	8.0	8.3
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1c1ccc(O)cc1)C(=O)NO)CCC)C(=O)N	7.5	7.6	7.5	8.7
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1C(=O)NCc1ccc(Br)o1)c1cnc2ccccc2c1)C(=O)N	8.5	9.1	8.5	9.2
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1)c1cnc2cccc(c2c1)n1cnc(c1)CS(=O)(=O)C)C(=O)N	8.6	9.6	8.6	7.1
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1c1nc[nH]c1)CC(=O)Nc1ncc(Cl)cn1)C(=O)N	9.5	9.5	9.5	8.9
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(ncc1c1ccco1)C1OC(C(C1O)O)n1cc(c2c1cccc2)C1=C(C(=O)NC1=O)c1c[nH]c2c1cccc2)C(=O)N	8.0	7.6	8.0	7.9
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(ncc1c1[nH]c(nc1)CC(=O)NC)c1cc2c(ccc3c2cncc3)nc1)C(=O)N	8.8	9.6	8.8	8.5
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1c1ccc(Br)cc1)c1cc(F)cc2c1OCOC2)c1cc2c(ccc3c2cncc3)nc1)C(=O)N	10.3	8.5	10.3	8.6
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1c1ccc(O)cc1)c1c[nH]nc1)c1ccccc1)C(=O)N	6.7	8.1	6.7	9.5
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1)C1OCC(C1O)O)C(=O)N)C(=O)N	7.5	7.8	7.5	7.9
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1c1n[nH]cn1)c1ccccc1F)c1c[nH]nc1)C(=O)N	7.7	8.1	7.7	9.5
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cncc1c1nc([nH]c1c1ccccc1)c1cnc2ccccc2c1)C(=O)N	11.3	12.5	11.3	9.3
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1CNC=O)c1c[nH]nc1c1[nH]ccc1)C(=O)N	7.8	8.6	7.8	8.6
C12Cc3c(c(O)ccc3n3cc(c4c3cccc4)C3=C(C(=O)NC3=O)c3c[nH]c4c3cccc4)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1CCCN(C)C)c1cnc2ccccn12)C(=O)N	7.6	7.4	7.6	8.1
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1C1CCN(C)CC1)C(=O)NCC)CC(=O)N)C(=O)N	6.7	7.8	6.7	7.7
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1c1ccc(O)cc1)c1c[nH]nc1c1ncc(cc1)C#N)C(=O)N	7.1	8.1	7.1	9.5
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(ncc1c1[nH]cc(c1)c1cc(Cl)ccc1F)c1cc2c(ccc3c2cncc3)nc1)C(=O)N	8.0	9.1	8.0	8.8
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1c1[nH]c(cn1)C1CCN(C)CC1)CN1C(=O)C(=NO)c2c1ccc(c2)F)C(=O)N	9.1	9.8	9.1	9.5
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1)c1ccc(S(=O)(=O)N)cc1)c1n[nH]c2ccccc12)C(=O)N	7.8	9.9	7.8	8.4
C12Cc3c(c(O)ccc3NC3CC3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1CC(=O)N)c1c[nH]nc1)C(=O)N	8.1	7.2	8.1	7.8
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1CN1C(=O)C(=NO)c2c1ccc(c2)F)c1ccncn1)c1cccc2N(C(=O)C(=NO)c12)C)C(=O)N	7.4	9.5	7.4	8.6
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(ncc1c1nc[nH]c1CCC)CCC)C(=O)N	7.4	9.5	7.4	7.9
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1)CCCN(C)C)c1c[nH]nc1CS(=O)(=O)C)C(=O)N	7.5	8.5	7.5	7.1
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1c1nc[nH]c1C(=O)NCC)c1ccc2[nH]ncc2c1)C(=O)N	9.0	9.4	9.0	9.5
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1c1ccc2[nH]nc(c2c1)c1ccco1)c1cc[nH]n1)C(=O)N	8.7	9.1	8.7	8.8
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1)c1ccccc1F)c1c(c[nH]n1)c1ncc(cc1)C#N)C(=O)N	9.1	8.9	9.1	8.6
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1c1n[nH]cn1)c1ccnc(n1)NC(=O)C)C(=O)N	8.4	8.9	8.4	7.9
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1CS(=O)(=O)C)c1cc2c(ccc3c2cncc3)nc1)CCC)C(=O)N	8.2	9.0	8.2	8.3
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1c1cnc2ccccn12)c1cc(Cl)ccc1)c1ccc(S(=O)=O)cc1)C(=O)N	7.0	7.3	7.0	9.7
C12Cc3c(c(O)ccc3n3cc(c4c3cccc4)C3=C(C(=O)NC3=O)c3c[nH]c4c3cccc4)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(ncc1CC1CC1)c1ccccc1F)C(=O)N	8.7	9.1	8.7	8.0
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1c1[nH]cc(n1)c1cc(c(F)cc1)F)c1ccccc1)C(=O)N	9.5	9.2	9.5	9.1
C12Cc3c(c(O)ccc3NC)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1c1ccc(Br)cc1)c1cc[nH]n1)C(=O)N	7.9	8.8	7.9	8.9
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(ncc1c1ncn(c1)c1[nH]c2c(n1)cncn2)c1cccc2N(C(=O)C(=NO)c12)C)C(=O)N	8.4	9.8	8.4	9.6
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1c1[nH]c(cn1)CC#C)c1ccc(Br)cc1)C(=O)N	8.4	7.5	8.4	7.9
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1c1ccc(S(=O)=O)cc1)c1cc2c(ccc3c2cncc3)nc1)c1ccc(S(=O)=O)cc1)C(=O)N	7.2	9.2	7.2	8.4
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cncc1c1n(c(cn1)c1ccc(S(=O)=O)cc1)C(C)(C)C)C(=O)N	8.6	9.1	8.6	7.5
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1c1[nH]cnc1c1ccc2[nH]ncc2c1)c1ccco1)C(=O)N	9.5	9.4	9.5	9.2
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(ncc1C(=O)NOCNC=O)c1c[nH]nc1)C(=O)N	6.7	7.3	6.7	8.0
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(ncc1c1[nH]cnc1c1ncc(cc1)C#N)c1ccc(S(=O)=O)cc1)C(=O)N	7.5	8.2	7.5	10.1
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(ncc1c1cc(F)cc2c1OCOC2)c1c[nH]nc1CN1C(=O)C(=NO)c2c1ccc(c2)F)C(=O)N	7.9	9.7	7.9	8.9
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cncc1c1n(c(nc1)c1ccc(O)cc1)CC(=O)NC)C(=O)N	8.0	7.3	8.0	8.0
C12Cc3c(c(O)ccc3NCC(NC(=O)OC)C)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1c1[nH]ccn1)c1cnc2ccccn12)C(=O)N	7.6	6.8	7.6	7.6
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1)CS(=O)(=O)C)c1c(c[nH]n1)c1n[nH]c2ccccc12)C(=O)N	9.7	9.7	9.7	9.1
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1)c1c(c[nH]n1)c1cc(Cl)ccc1F)c1cc2c(ccc3c2cncc3)nc1)C(=O)N	9.1	10.9	9.1	8.8
C12Cc3c(c(O)ccc3n3cc(c4c3cccc4)C3=C(C(=O)NC3=O)c3c[nH]c4c3cccc4)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(ncc1c1ccc(S(=O)=O)cc1)CS(=O)(=O)C)C(=O)N	9.2	8.8	9.2	8.1
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1c1nc[nH]c1)c1ccccc1F)C(=O)N)C(=O)N	8.3	8.4	8.3	8.7
C12Cc3c(c(O)ccc3n3cc(c4c3cccc4)C3=C(C(=O)NC3=O)c3c[nH]c4c3cccc4)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1)c1n[nH]c2ccccc12)c1cnc2ccccn12)C(=O)N	9.4	13.9	9.4	7.6
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1c1[nH]cnc1c1ccc(Br)o1)C(=O)NC)C(=O)N	8.3	8.7	8.3	9.5
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cncc1c1[nH]c(nc1c1ccc(Br)o1)CC1CC1)C(=O)N	8.8	8.8	8.8	8.9
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1)c1nc(c(cc1)C#N)OCCN(C)C)c1ccc(S(=O)=O)cc1)C(=O)N	6.9	8.8	6.9	8.9
C12Cc3c(c(O)ccc3N(C)C)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1)c1c[nH]c2ccccc12)c1ccc(Cl)c(Cl)c1)C(=O)N	8.3	9.4	8.3	8.6
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1)c1cc(c(F)cc1)F)c1c(c[nH]n1)c1ccc(Cl)c(Cl)c1)C(=O)N	11.1	10.5	11.1	8.9
C12Cc3c(c(O)ccc3n3cc(c4c3cccc4)C3=C(C(=O)NC3=O)c3c[nH]c4c3cccc4)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cncc1c1n[nH]c2ccc(cc12)c1c[nH]cc1)C(=O)N	8.1	10.2	8.1	9.1
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1c1c[nH]cc1)c1ccc(Cl)c(Cl)c1)C(=O)NO)C(=O)N	7.8	8.0	7.8	8.9
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1)c1cnc2cccc(c2c1)N)c1cc(Cl)ccc1)C(=O)N	8.2	10.0	8.2	9.3
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1c1cnc2ccccn12)C(=O)N)c1ccncn1)C(=O)N	7.9	7.9	7.9	9.4
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1c1cc(F)cc2c1OCOC2)c1ccco1)c1ccc(S(=O)=O)cc1)C(=O)N	7.8	8.9	7.8	7.2
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1c1cnc2ccccc2c1)c1ccc(Br)cc1)c1ccc(Cl)c(Cl)c1)C(=O)N	7.9	7.8	7.9	9.5
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1C(=O)NC)CCC)c1cnc2ccccc2c1)C(=O)N	7.9	9.5	7.9	7.8
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cncc1c1[nH]c(nc1)c1ccc(cc1)n1cnc2cncnc12)C(=O)N	9.8	9.4	9.8	9.1
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1C(=O)NCC)c1[nH]cnc1c1cc(F)cc2c1OCOC2)C(=O)N	9.0	10.2	9.0	9.0
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1)c1ccnc(n1)N1CCCCC1)C(=O)NC)C(=O)N	9.4	8.7	9.4	8.3
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1c1[nH]c(nc1)c1ccccc1)c1ncc(cc1)C#N)C(=O)N	9.2	9.5	9.2	7.3
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cncc1c1n(cc(n1)c1[nH]ccc1)c1cc(ccc1F)Cl)C(=O)N	9.2	9.6	9.2	8.8
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1c1ccccc1F)c1ccc(Cl)c(Cl)c1)c1c[nH]nc1)C(=O)N	8.8	8.2	8.8	8.4
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cncc1c1n(c(cn1)c1nc[nH]c1)C(C)(C)C)C(=O)N	9.2	8.7	9.2	8.7
C12Cc3c(c(O)ccc3NCC(NC(=O)OC)C)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(ncc1c1ccc(Cl)c(Cl)c1)c1cccc2N(C(=O)C(=NO)c12)C)C(=O)N	7.9	7.5	7.9	8.7
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1)c1c(c(c(F)cc1)F)NCC(NC(=O)OC)C)c1cc[nH]n1)C(=O)N	9.2	8.1	9.2	8.1
C12Cc3c(c(O)ccc3Nc3ncc(Cl)cn3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(ncc1)c1c[nH]nc1)C(=O)N	8.4	9.0	8.4	9.1
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(ncc1c1n(ccn1)CC#C)c1ncc(cc1)C#N)C(=O)N	7.1	7.0	7.1	6.5
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cncc1c1n(c(nc1)CCO)c1c(cncn1)F)C(=O)N	7.5	7.6	7.5	8.0
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1c1n(ccn1)c1ncc2nc[nH]c2n1)c1ncncc1Cl)C(=O)N	9.2	9.5	9.2	9.6
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1c1ccc(Cl)c(Cl)c1)C(=O)N)CN1C(=O)C(=NO)c2c1cccc2C=Cc1ccccc1)C(=O)N	6.4	8.6	6.4	7.5
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1)c1c[nH]nc1C(=O)N)c1ccc(S(=O)=O)cc1)C(=O)N	7.0	8.0	7.0	9.0
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1)c1cc2c(ccc3c2cncc3)nc1)C(=O)N)C(=O)N	8.7	9.3	8.7	9.1
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1)c1cnc2cccc(c2c1)n1cnc2cncnc12)c1cnc2ccccc2c1)C(=O)N	8.9	8.5	8.9	8.1
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cncc1c1[nH]c(c(n1)c1cc(c(F)cc1)F)CN1C(=O)C(=NO)c2c1ccc(c2)F)C(=O)N	10.3	10.9	10.3	9.2
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cncc1c1n(cnc1)c1ccc(cc1)c1n[nH]cn1)C(=O)N	9.6	9.8	9.6	8.8
C12Cc3c(c(O)ccc3N3CCN(CC3)c3ccccn3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(ncc1)c1ccc(S(=O)=O)cc1)C(=O)N	8.3	10.5	8.3	10.0
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1CN1C(=O)C(=NO)c2c1cccc2C=Cc1ccccc1)c1c[nH]nc1c1ccccc1)C(=O)N	8.0	11.6	8.0	9.1
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cncc1c1nc[nH]c1CC(=O)Nc1cccc(F)c1)C(=O)N	8.9	11.1	8.9	9.5
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(ncc1c1ccc(S(=O)=O)cc1)c1ccnc(n1)n1cc(c2c1cccc2)C1=C(C(=O)NC1=O)c1c[nH]c2c1cccc2)C(=O)N	8.2	10.4	8.2	8.2
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1)C1OCC(C1O)O)c1c[nH]nc1CC#C)C(=O)N	7.4	8.3	7.4	7.9
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1c1ccccc1F)c1cc[nH]n1)CCC)C(=O)N	6.1	7.2	6.1	9.1
C12Cc3c(c(O)ccc3NC3CC3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1)C1OCC(C1O)O)C(=O)NCC)C(=O)N	6.6	6.8	6.6	8.2
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1)C1CCN(C)CC1)c1c[nH]c(c1)CCC)C(=O)N	8.3	8.1	8.3	8.5
C12Cc3c(c(O)ccc3n3cnc4cncnc34)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1)c1cc2c(ccc3c2cncc3)nc1)c1ccc(Cl)c(Cl)c1)C(=O)N	8.3	10.6	8.3	9.2
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1c1ccc2[nH]ncc2c1)c1ccc(S(=O)=O)cc1)CCCN(C)C)C(=O)N	6.4	7.3	6.4	8.8
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1c1cc2c(ccc3c2cncc3)nc1)CN1C(=O)C(=NO)c2c1cccc2)CC(=O)NC)C(=O)N	8.8	8.9	8.8	8.0
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cncc1c1n(c(cn1)c1n[nH]c2ccccc12)c1nc2c(OC(C)(C)C(=O)N2COP(=O)(O)O)cc1)C(=O)N	8.8	8.0	8.8	8.0
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(ncc1c1ncn(c1)c1nc2c(cc[nH]2)cn1)c1cc[nH]n1)C(=O)N	6.7	9.1	6.7	8.4
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(ncc1c1ncn(c1)C1C(=C(C(=O)C2(C(=C3C(Cc4c(c(O)ccc4)C3=O)CC12)O)O)C(=O)N)O)c1cnc2ccccc2c1)C(=O)N	10.4	10.3	10.4	7.6
