SMILES	2xkj	2xkk	3ifz	FA7
c1c(F)cc2c(=O)c(cn(c2c1)C1C2N(CC(C)(S2)C)C1=O)C1C(C)(SC2N1C(=O)C2n1cc(c(=O)c2cc(ccc12)F)C1C(C)(SC2N1C(=O)C2n1ccc(=O)c2cc(ccc12)F)C)C	11.0	0.0	12.7	7.6
c1(c(F)cc2c(=O)c(cn(c2c1)C1C2N(CC(C)(S2)C)C1=O)c1c(=O)c2cc(ccc2[nH]c1)F)NC(=O)CC1C(C)(SC2N1C(=O)C2N1CC(C)NCC1)C	10.2	0.0	11.1	9.0
c1c(F)cc2c(=O)ccn(c2c1)C1C2N(C(C(C)(S2)C)c2c(=O)c3cc(c(cc3n(c2)c2c(F)cc3c(=O)ccn(c3c2)CC(=O)N)n2ccc(=O)c3cc(ccc23)F)F)C1=O	10.8	0.0	11.1	8.8
c1c(F)cc2c(=O)ccn(c2c1)C1C2N(C(C(C)(S2)C)C2C(C)(SC3N2C(=O)C3n2cc(c(=O)c3cc(c(cc23)N2CCNCC2)F)c2c(=O)c3cc(ccc3[nH]c2)F)C)C1=O	11.2	0.0	10.9	8.8
c1c(F)cc2c(=O)c(cn(c2c1)Cn1ccc(=O)c2cc(c(cc12)n1ccc(=O)c2cc(c(cc12)NC(=O)C)F)F)C1C(C)(SC2N1C(=O)C2)C	8.5	0.0	11.6	9.8
c1c(F)cc2c(=O)c(cn(c2c1)c1c(F)cc2c(=O)c(cn(c2c1)C)CC(=O)N)C1C(C)(SC2N1C(=O)C2n1ccc(=O)c2cc(ccc12)F)C	10.1	0.0	11.0	9.1
CC1(C(N2C(S1)C(C2=O)n1cc(c(=O)c2cc(ccc12)F)c1c(=O)c2cc(ccc2n(c1)C1C2N(C(C(C)(S2)C)c2c(=O)c3cc(ccc3[nH]c2)F)C1=O)F)C)C	9.9	0.3	12.0	9.4
c1(c(F)cc2c(=O)ccn(c2c1)CC(=O)NC1C2N(C(C(C)(S2)C)C2C(C)(SC3N2C(=O)C3)C)C1=O)n1cc(c(=O)c2cc(ccc12)F)C1CC1	10.6	0.0	10.0	8.1
c1(c(F)cc2c(=O)cc[nH]c2c1)n1cc(c(=O)c2cc(c(cc12)NC(=O)C(c1c(=O)c2cc(ccc2[nH]c1)F)C1C(C)(SC2N1C(=O)C2)C)F)CC	10.5	0.0	10.9	11.2
CC1(C(N2C(S1)C(C2=O)NC(=O)CC1C(C)(SC2N1C(=O)C2)C)c1c(=O)c2cc(c(cc2[nH]c1)n1cc(c(=O)c2cc(ccc12)F)c1c(=O)c2cc(ccc2[nH]c1)F)F)C	10.4	0.0	10.7	7.8
c1c(F)cc2c(=O)c(cn(c2c1)C1C2N(C(C(C)(S2)C)c2c(=O)c3cc(ccc3n(c2)c2c(F)cc3c(=O)cc[nH]c3c2)F)C1=O)c1c(=O)c2cc(ccc2n(c1)C1C2N(CC(C)(S2)C)C1=O)F	12.0	0.0	11.6	6.2
CC1(C(N2C(S1)CC2=O)C1C(C)(SC2N1C(=O)C2Nc1c(F)cc2c(=O)c(cn(c2c1)C(=O)O)c1c(=O)c2cc(ccc2[nH]c1)F)C)C	10.1	1.3	10.7	8.7
CC1(CN2C(S1)C(C2=O)NC(=O)CC1C(C)(SC2N1C(=O)C2NC(=O)C(C1C(C)(SC2N1C(=O)C2)C)n1ccc(=O)c2cc(ccc12)F)C)C	9.8	0.0	7.9	7.9
c1(c(F)cc2c(=O)c(cn(c2c1)c1c(F)cc2c(=O)ccn(c2c1)CC)C(=O)O)NC(=O)CC1C(C)(SC2N1C(=O)C2)C	8.7	0.0	7.8	8.7
c1c(F)cc2c(=O)c(cn(c2c1)c1c(F)cc2c(=O)c(cn(c2c1)C1C2N(CC(C)(S2)C)C1=O)c1c(=O)c2cc(ccc2n(c1)c1c(F)cc2c(=O)cc[nH]c2c1)F)C1C(C)(SC2N1C(=O)C2)C	10.7	1.6	13.0	7.5
c1(c(F)cc2c(=O)ccn(c2c1)C(C(=O)N)c1c(=O)c2cc(c(cc2[nH]c1)n1cc(c(=O)c2cc(ccc12)F)C1C(C)(SC2N1C(=O)C2)C)F)N1CC(C)NCC1	11.4	0.0	10.7	11.0
c1c(F)cc2c(=O)c(cn(c2c1OC)c1c(F)cc2c(=O)ccn(c2c1)C1C2N(C(C(C)(S2)C)c2c(=O)c3cc(ccc3[nH]c2)F)C1=O)C	9.2	2.0	9.1	9.8
c1(c(F)cc2c(=O)ccn(c2c1)c1c(F)cc2c(=O)c(cn(c2c1)C1C2N(CC(C)(S2)C)C1=O)C)NC(=O)CC1C(C)(SC2N1C(=O)C2)C	8.9	0.0	10.8	8.3
CC1(C(N2C(S1)C(C2=O)N1CCNCC1)C(C(=O)NC1C2N(CC(C)(S2)C)C1=O)n1cc(c(=O)c2cc(ccc12)F)CC)C	8.9	0.0	8.6	8.0
c1c(F)cc2c(=O)c(cn(c2c1)CC(=O)Nc1c(F)cc2c(=O)c(c[nH]c2c1OC)c1c(=O)c2cc(ccc2[nH]c1)F)C1C(C)(SC2N1C(=O)C2)C	9.5	0.0	11.0	8.3
c1c(F)cc2c(=O)c(c[nH]c2c1)c1c(=O)c2cc(c(cc2n(c1)C(=O)O)NC(=O)CC1C(C)(SC2N1C(=O)C2n1ccc(=O)c2cc(ccc12)F)C)F	12.4	0.0	11.4	8.6
c1(c(F)cc2c(=O)ccn(c2c1)c1c(F)cc2c(=O)ccn(c2c1)c1c(F)cc2c(=O)c(c[nH]c2c1)c1ccccc1)n1cc(c(=O)c2cc(ccc12)F)C1C(C)(SC2N1C(=O)C2)C	11.0	0.0	11.6	10.1
c1c(F)cc2c(=O)c(cn(c2c1)C(=O)O)C1C(C)(SC2N1C(=O)C2NC(=O)C)C	7.5	0.0	8.0	7.1
c1c(F)cc2c(=O)c(cn(c2c1OC)C)C1C(C)(SC2N1C(=O)C2NC(=O)CN1CC(C)NCC1)C	8.3	0.0	8.1	7.1
c1c(F)cc2c(=O)c(cn(c2c1)CC1C(C)(SC2N1C(=O)C2Nc1c(F)cc(F)cc1)C)C(=O)O	8.6	0.7	8.9	8.6
c1c(F)cc2c(=O)ccn(c2c1)C(C(=O)Nc1c(F)cc2c(=O)ccn(c2c1)C(=O)O)C1C(C)(SC2N1C(=O)C2N1CCNCC1)C	9.5	0.0	10.1	9.3
CC1(C(N2C(S1)C(C2=O)n1cc(c(=O)c2cc(ccc12)F)c1ccccc1)Cc1c(=O)c2cc(ccc2n(c1)CC(=O)N)F)C	9.1	0.0	8.4	10.5
CC1(C(N2C(S1)C(C2=O)N)Cc1c(=O)c2cc(c(cc2n(c1)C(=O)O)N1CC(C)NCC1)F)C	9.2	0.0	8.8	8.1
CC1(C(N2C(S1)C(C2=O)n1cc(c(=O)c2cc(c(cc12)N1CCNCC1)F)C1C(C)(SC2N1C(=O)C2)C)CN1CCNCC1)C	9.4	0.0	9.1	7.6
c1(c(F)cc2c(=O)c(cn(c2c1)CC)C1CC1)n1cc(c(=O)c2cc(ccc12)F)C1C(C)(SC2N1C(=O)C2)C	8.5	0.0	9.1	8.7
N1(CCNCC1)C1C2N(C(C(C)(S2)C)CC(=O)Nc2c(F)cc3c(=O)c(cn(c3c2)C2C3N(CC(C)(S3)C)C2=O)c2ccccc2)C1=O	9.1	0.0	8.2	8.9
c1c(F)cc2c(=O)c(cn(c2c1)C1C2N(C(C(C)(S2)C)C)C1=O)c1c(=O)c2cc(ccc2n(c1)c1c(F)cc2c(=O)c(c[nH]c2c1)c1c(=O)c2cc(ccc2[nH]c1)F)F	11.3	0.0	11.7	9.5
c1c(F)cc2c(=O)c(cn(c2c1)c1c(F)cc(F)cc1)C1C(C)(SC2N1C(=O)C2n1ccc(=O)c2cc(c(cc12)n1ccc(=O)c2cc(c(cc12)N1CCNCC1)F)F)C	11.1	0.0	10.3	9.1
c1c(F)cc2c(=O)ccn(c2c1)c1c(F)cc2c(=O)c(cn(c2c1)C(C(=O)N)n1ccc(=O)c2cc(c(cc12)N1CC(C)NCC1)F)C1C(C)(SC2N1C(=O)C2)C	9.0	0.0	8.7	8.5
c1c(F)cc2c(=O)ccn(c2c1)c1c(F)cc2c(=O)c(cn(c2c1OC)C1CC1)C1C(C)(SC2N1C(=O)C2n1ccc(=O)c2cc(ccc12)F)C	9.1	0.0	9.0	8.0
c1(c(F)cc2c(=O)cc[nH]c2c1)NC(=O)Cn1ccc(=O)c2cc(c(c(c12)OC)n1cc(c(=O)c2cc(ccc12)F)C1C(C)(SC2N1C(=O)C2)C)F	8.9	0.0	9.2	9.5
c1c(F)cc2c(=O)c(cn(c2c1)C1C2N(C(C(C)(S2)C)Cc2c(=O)c3cc(ccc3[nH]c2)F)C1=O)Cc1c(=O)c2cc(ccc2[nH]c1)F	11.1	0.0	11.0	9.2
c1(c(F)cc2c(=O)c(c[nH]c2c1)CC)n1cc(c(=O)c2cc(ccc12)F)CC1C(C)(SC2N1C(=O)C2n1ccc(=O)c2cc(ccc12)F)C	9.4	0.0	11.0	8.9
c1c(F)cc2c(=O)c(cn(c2c1OC)c1c(F)cc2c(=O)ccn(c2c1OC)C1C2N(CC(C)(S2)C)C1=O)C(=O)O	9.9	1.6	7.6	8.4
c1(c(F)cc2c(=O)c(cn(c2c1)c1c(F)cc2c(=O)ccn(c2c1)C1CC1)C1C(C)(SC2N1C(=O)C2)C)n1cc(c(=O)c2cc(ccc12)F)C(=O)O	9.3	0.0	9.9	8.6
c1(c(F)cc2c(=O)ccn(c2c1)CC1C(C)(SC2N1C(=O)C2)C)n1cc(c(=O)c2cc(c(cc12)n1ccc(=O)c2cc(ccc12)F)F)c1c(=O)c2cc(ccc2[nH]c1)F	9.0	0.0	10.3	9.6
c1c(F)cc2c(=O)c(c[nH]c2c1)C(C(=O)NC1C2N(CC(C)(S2)C)C1=O)c1c(=O)c2cc(c(cc2n(c1)CC)N1CC(C)NCC1)F	9.7	0.0	8.6	10.1
c1(c(F)cc2c(=O)c(c[nH]c2c1OC)C(=O)O)n1cc(c(=O)c2cc(ccc12)F)CC(=O)NC1C2N(CC(C)(S2)C)C1=O	8.8	0.7	9.6	8.2
c1c(F)cc2c(=O)c(cn(c2c1)C1C2N(C(C(C)(S2)C)C(C(=O)N)C2C(C)(SC3N2C(=O)C3)C)C1=O)c1c(cccc1)OC	7.6	0.0	7.4	8.6
c1(c(F)cc(F)cc1)NC(=O)Cc1c(=O)c2cc(c(cc2[nH]c1)n1cc(c(=O)c2cc(c(cc12)NC(=O)C)F)C1C(C)(SC2N1C(=O)C2)C)F	9.0	0.0	9.5	9.0
c1(c(F)cc2c(=O)ccn(c2c1)C1C2N(C(C(C)(S2)C)c2c(=O)c3cc(ccc3n(c2)C(C(=O)N)C2C(C)(SC3N2C(=O)C3)C)F)C1=O)NC(=O)C	8.2	0.0	9.1	6.9
c1c(cccc1)C(C(=O)NC1C2N(C(C(C)(S2)C)C)C1=O)c1c(=O)c2cc(c(cc2[nH]c1)N1CCNCC1)F	10.2	0.0	8.8	8.5
c1c(F)cc2c(=O)c(cn(c2c1)C1C2N(C(C(C)(S2)C)CC)C1=O)c1c(=O)c2cc(c(cc2n(c1)c1c(F)cc2c(=O)cc[nH]c2c1)N1CC(C)NCC1)F	10.3	1.5	9.9	8.7
c1c(F)cc2c(=O)c(cn(c2c1)C1C2N(C(C(C)(S2)C)c2c(=O)c3cc(c(cc3[nH]c2)Nc2c(F)cc(F)cc2)F)C1=O)CC(=O)N	9.3	0.0	9.4	8.5
CC1(C(N2C(S1)C(C2=O)N1CCNCC1)CC(=O)Nc1c(F)cc2c(=O)c(c[nH]c2c1OC)C(=O)O)C	7.5	0.0	6.9	7.3
c1c(F)cc2c(=O)c(cn(c2c1)C)C(C(=O)NC1C2N(CC(C)(S2)C)C1=O)c1c(=O)c2cc(ccc2n(c1)C)F	9.3	0.8	9.0	9.2
c1(c(F)cc2c(=O)c(cn(c2c1)c1c(F)cc2c(=O)cc[nH]c2c1)CC(=O)N)NC(=O)Cc1c(=O)c2cc(ccc2n(c1)C1C2N(CC(C)(S2)C)C1=O)F	11.5	1.2	11.6	8.0
CC1CN(CCN1)C1C2N(C(C(C)(S2)C)c2c(=O)c3cc(c(cc3[nH]c2)Nc2c(F)cc3c(=O)ccn(c3c2)C(=O)O)F)C1=O	9.4	0.0	9.9	9.3
c1(c(F)cc(F)cc1)NC(=O)CC1C(C)(SC2N1C(=O)C2n1cc(c(=O)c2cc(c(cc12)N)F)C)C	8.4	0.0	8.6	8.7
c1c(F)cc2c(=O)c(cn(c2c1)Cc1c(=O)c2cc(ccc2n(c1)C1C2N(C(C(C)(S2)C)CC)C1=O)F)c1ccccc1	8.7	0.0	8.9	10.7
c1(c(F)cc2c(=O)c(cn(c2c1)C1C2N(C(C(C)(S2)C)c2c(=O)c3cc(ccc3n(c2)c2c(F)cc3c(=O)cc[nH]c3c2)F)C1=O)c1ccccc1)N1CCNCC1	10.1	0.0	9.4	9.1
c1(c(F)cc2c(=O)c(c[nH]c2c1)CC(=O)N)NC(=O)CC1C(C)(SC2N1C(=O)C2n1ccc(=O)c2cc(cc(c12)OC)F)C	8.5	0.0	8.9	9.1
c1(c(F)cc2c(=O)ccn(c2c1)Cc1c(=O)c2cc(c(cc2[nH]c1)NC1C2N(CC(C)(S2)C)C1=O)F)n1ccc(=O)c2cc(ccc12)F	9.0	0.0	9.9	10.1
c1c(F)cc2c(=O)c(cn(c2c1)c1c(F)cc2c(=O)c(c[nH]c2c1)C1C(C)(SC2N1C(=O)C2n1ccc(=O)c2cc(ccc12)F)C)CC	9.5	0.0	10.0	6.7
CC1(C(N2C(S1)C(C2=O)n1ccc(=O)c2cc(c(cc12)n1cc(c(=O)c2cc(c(cc12)N1CCNCC1)F)C1C(C)(SC2N1C(=O)C2)C)F)CC(=O)N)C	8.1	0.0	9.2	10.4
CC1(C(N2C(S1)CC2=O)C(C(=O)N)n1cc(c(=O)c2cc(ccc12)F)CC(=O)NC1C2N(C(C(C)(S2)C)c2ccccc2)C1=O)C	7.5	0.0	9.2	8.2
c1(c(F)cc2c(=O)ccn(c2c1)C)n1ccc(=O)c2cc(c(cc12)n1cc(c(=O)c2cc(ccc12)F)C1C(C)(SC2N1C(=O)C2NC(=O)C)C)F	9.4	0.0	9.3	9.8
CC1(C(N2C(S1)C(C2=O)N1CCNCC1)C1C(C)(SC2N1C(=O)C2NC(=O)Cn1cc(c(=O)c2cc(ccc12)F)c1c(=O)c2cc(ccc2[nH]c1)F)C)C	9.7	0.0	9.9	7.8
c1c(F)cc2c(=O)c(cn(c2c1)C1C2N(C(C(C)(S2)C)c2c(=O)c3cc(ccc3n(c2)CC(=O)Nc2c(F)cc(F)cc2)F)C1=O)C(=O)O	10.0	0.0	10.1	9.4
c1(c(F)cc2c(=O)c(cn(c2c1)c1c(F)cc2c(=O)c(cn(c2c1)CC(=O)N)C1C(C)(SC2N1C(=O)C2)C)CC(=O)N)NC(=O)C	9.0	0.0	8.6	8.1
c1(c(F)cc2c(=O)c(c[nH]c2c1)c1c(=O)c2cc(ccc2n(c1)c1c(F)cc2c(=O)cc[nH]c2c1)F)n1cc(c(=O)c2cc(c(cc12)n1ccc(=O)c2cc(ccc12)F)F)C1C(C)(SC2N1C(=O)C2)C	12.6	0.0	13.4	9.7
c1c(F)cc2c(=O)c(cn(c2c1)C1C2N(C(C(C)(S2)C)C(C(=O)N)c2c(=O)c3cc(c(cc3[nH]c2)N2CC(C)NCC2)F)C1=O)C(=O)O	10.0	0.0	8.9	10.6
c1(c(F)cc2c(=O)ccn(c2c1)c1c(F)cc2c(=O)c(c[nH]c2c1)CC)NC1C2N(C(C(C)(S2)C)C(=O)O)C1=O	8.8	0.0	9.2	8.8
c1(c(F)cc2c(=O)ccn(c2c1)c1c(F)cc(F)cc1)n1ccc(=O)c2cc(c(c(c12)OC)n1cc(c(=O)c2cc(ccc12)F)C1C(C)(SC2N1C(=O)C2)C)F	10.1	1.8	10.9	8.9
c1(c(F)cc2c(=O)c(cn(c2c1)CC(=O)NC1C2N(CC(C)(S2)C)C1=O)c1c(=O)c2cc(ccc2[nH]c1)F)n1cc(c(=O)c2cc(ccc12)F)C	11.2	0.0	10.7	9.9
c1c(F)cc2c(=O)ccn(c2c1)c1c(F)cc2c(=O)c(cn(c2c1)C1C2N(C(C(C)(S2)C)c2c(=O)c3cc(ccc3[nH]c2)F)C1=O)c1c(cccc1)OC	9.0	0.0	10.2	10.1
CC1(C(N2C(S1)CC2=O)Cc1c(=O)c2cc(ccc2n(c1)c1c(F)cc2c(=O)c(cn(c2c1)c1c(F)cc2c(=O)cc[nH]c2c1)CC)F)C	10.7	0.0	9.8	9.0
N1(CCNCC1)Cc1c(=O)c2cc(ccc2n(c1)c1c(F)cc2c(=O)c(cn(c2c1)C1C2N(CC(C)(S2)C)C1=O)c1c(=O)c2cc(ccc2[nH]c1)F)F	11.1	0.0	10.5	8.7
c1(c(F)cc2c(=O)c(cn(c2c1OC)C1C2N(C(C(C)(S2)C)CC)C1=O)C(=O)O)N1CCNCC1	7.6	0.0	6.5	7.0
c1(c(F)cc2c(=O)c(cn(c2c1)C1CC1)C1C(C)(SC2N1C(=O)C2NC1C2N(CC(C)(S2)C)C1=O)C)n1ccc(=O)c2cc(ccc12)F	8.8	0.0	9.3	7.4
c1(c(F)cc2c(=O)cc[nH]c2c1)NC(=O)C(C1C(C)(SC2N1C(=O)C2n1ccc(=O)c2cc(c(cc12)NC(=O)C)F)C)C1C(C)(SC2N1C(=O)C2)C	9.4	0.0	9.7	8.7
c1(c(F)cc2c(=O)ccn(c2c1)C(C(=O)NC1C2N(C(C(C)(S2)C)C)C1=O)N1CC(C)NCC1)NC(=O)C	6.9	0.0	8.3	8.0
CC1(C(N2C(S1)C(C2=O)n1ccc(=O)c2cc(c(cc12)N1CCNCC1)F)C1C(C)(SC2N1C(=O)C2n1cc(c(=O)c2cc(ccc12)F)C)C)C	10.6	0.0	9.6	8.4
c1c(cccc1)C1C(C)(SC2N1C(=O)C2n1ccc(=O)c2cc(c(cc12)n1ccc(=O)c2cc(c(cc12)NC(=O)Cc1c(=O)c2cc(ccc2[nH]c1)F)F)F)C	10.1	0.0	11.1	10.5
c1c(F)cc2c(=O)c(c[nH]c2c1)Cc1c(=O)c2cc(ccc2n(c1)C1C2N(C(C(C)(S2)C)c2c(=O)c3cc(ccc3n(c2)C)F)C1=O)F	10.1	0.0	11.1	10.2
c1(c(F)cc2c(=O)cc[nH]c2c1)NC(=O)C(c1c(=O)c2cc(c(cc2n(c1)CC)N1CC(C)NCC1)F)C1C(C)(SC2N1C(=O)C2)C	8.5	0.0	9.5	8.9
c1c(cccc1)C1C(C)(SC2N1C(=O)C2Nc1c(F)cc2c(=O)ccn(c2c1)C1C2N(C(C(C)(S2)C)C)C1=O)C	8.0	0.0	9.3	8.3
CC1(C(N2C(S1)C(C2=O)n1cc(c(=O)c2cc(c(cc12)N1CC(C)NCC1)F)c1ccccc1)C(=O)O)C	10.0	0.8	8.8	8.8
c1(c(F)cc2c(=O)c(c[nH]c2c1)C1C(C)(SC2N1C(=O)C2)C)n1cc(c(=O)c2cc(c(c(c12)OC)n1ccc(=O)c2cc(ccc12)F)F)C1C(C)(SC2N1C(=O)C2)C	9.6	0.0	10.0	8.9
c1(c(F)cc2c(=O)c(c[nH]c2c1)C1C(C)(SC2N1C(=O)C2)C)NC(=O)C(n1ccc(=O)c2cc(c(cc12)n1ccc(=O)c2cc(ccc12)F)F)C1C(C)(SC2N1C(=O)C2)C	11.3	0.0	11.4	9.0
CC1(C(N2C(S1)C(C2=O)NC(=O)Cn1cc(c(=O)c2cc(c(cc12)N)F)c1c(=O)c2cc(ccc2[nH]c1)F)C(=O)O)C	9.0	0.0	9.4	9.7
CC1(CN2C(S1)C(C2=O)NC(=O)Cn1cc(c(=O)c2cc(ccc12)F)CC(=O)Nc1c(F)cc2c(=O)ccn(c2c1)C1C2N(CC(C)(S2)C)C1=O)C	9.6	0.0	10.2	9.9
c1(c(F)cc2c(=O)c(c[nH]c2c1OC)C(C(=O)N)C1C(C)(SC2N1C(=O)C2)C)N1CC(C)NCC1	6.5	0.0	6.8	6.7
c1c(F)cc2c(=O)c(cn(c2c1OC)C1C2N(C(C(C)(S2)C)C2CC2)C1=O)c1c(=O)c2cc(ccc2[nH]c1)F	8.4	0.3	8.7	9.7
CC1(C(N2C(S1)C(C2=O)n1cc(c(=O)c2cc(c(cc12)NC1C2N(CC(C)(S2)C)C1=O)F)CC(=O)N)C)C	8.6	0.0	8.9	8.4
c1(c(F)cc2c(=O)c(cn(c2c1)CC(=O)N)C1C(C)(SC2N1C(=O)C2)C)NC1C2N(C(C(C)(S2)C)C(=O)O)C1=O	8.9	0.0	8.8	7.7
CC1(C(N2C(S1)C(C2=O)NC(=O)C)C(C(=O)Nc1c(F)cc2c(=O)c(c[nH]c2c1)C1CC1)c1c(=O)c2cc(ccc2[nH]c1)F)C	9.8	0.0	9.0	10.2
c1(c(F)cc2c(=O)c(cn(c2c1)C1C2N(C(C(C)(S2)C)c2c(=O)c3cc(c(cc3[nH]c2)N2CC(C)NCC2)F)C1=O)C1C(C)(SC2N1C(=O)C2)C)NC(=O)C	11.0	0.0	11.2	8.7
c1c(c(ccc1)OC)c1c(=O)c2cc(c(cc2[nH]c1)NC(=O)Cc1c(=O)c2cc(ccc2n(c1)C1C2N(CC(C)(S2)C)C1=O)F)F	10.8	0.0	11.5	10.7
CC1(C(N2C(S1)CC2=O)C(C(=O)Nc1c(F)cc2c(=O)c(cn(c2c1)C1C2N(CC(C)(S2)C)C1=O)c1c(=O)c2cc(ccc2[nH]c1)F)N1CCNCC1)C	8.9	0.0	10.2	8.2
c1c(F)cc2c(=O)c(cn(c2c1OC)CC1C(C)(SC2N1C(=O)C2)C)c1c(=O)c2cc(ccc2n(c1)C1C2N(CC(C)(S2)C)C1=O)F	9.0	0.0	8.4	8.5
c1c(F)cc2c(=O)c(c[nH]c2c1)c1c(=O)c2cc(c(cc2[nH]c1)n1cc(c(=O)c2cc(c(cc12)n1ccc(=O)c2cc(cc(c12)OC)F)F)C1C(C)(SC2N1C(=O)C2)C)F	9.9	1.6	10.5	8.3
c1(c(F)cc2c(=O)c(c[nH]c2c1)CC(=O)N)n1cc(c(=O)c2cc(ccc12)F)CC1C(C)(SC2N1C(=O)C2NC(=O)C)C	8.0	0.0	9.7	8.9
c1c(F)cc2c(=O)ccn(c2c1)Cn1cc(c(=O)c2cc(ccc12)F)c1c(=O)c2cc(ccc2n(c1)C1C2N(C(C(C)(S2)C)C2CC2)C1=O)F	9.8	0.0	9.8	11.7
c1(c(F)cc2c(=O)c(cn(c2c1)Cc1ccccc1)C1C(C)(SC2N1C(=O)C2)C)n1cc(c(=O)c2cc(ccc12)F)C	9.6	0.5	9.7	9.8
CC1(C(N2C(S1)C(C2=O)NC(=O)C)c1c(=O)c2cc(c(c(c2n(c1)C(=O)O)OC)NC(=O)C)F)C	7.6	0.0	7.2	6.8
c1(c(F)cc2c(=O)c(c[nH]c2c1)C1C(C)(SC2N1C(=O)C2)C)Nc1c(F)cc2c(=O)ccn(c2c1)C(C(=O)N)n1ccc(=O)c2cc(ccc12)F	10.9	0.0	10.9	10.0
CC1(CN2C(S1)C(C2=O)NC(=O)Cc1c(=O)c2cc(c(cc2n(c1)c1c(F)cc2c(=O)ccn(c2c1)C)N1CC(C)NCC1)F)C	9.3	0.0	9.6	9.9
c1c(F)cc2c(=O)c(c[nH]c2c1)c1c(=O)c2cc(c(cc2n(c1)c1c(F)cc(F)cc1)Nc1c(F)cc2c(=O)ccn(c2c1)C1C2N(CC(C)(S2)C)C1=O)F	8.9	0.0	10.1	10.7
c1c(F)cc2c(=O)c(cn(c2c1OC)C1C2N(C(C(C)(S2)C)CN2CCNCC2)C1=O)c1c(=O)c2cc(ccc2[nH]c1)F	8.9	0.0	7.6	9.6
CC1(C(N2C(S1)C(C2=O)Nc1c(F)cc(F)cc1)c1c(=O)c2cc(c(cc2[nH]c1)N1CCNCC1)F)C	9.6	0.0	8.8	7.6
c1(c(F)cc2c(=O)c(cn(c2c1)C1C2N(CC(C)(S2)C)C1=O)c1ccccc1)NC(=O)Cc1c(=O)c2cc(ccc2n(c1)CC)F	8.9	0.0	9.6	8.2
c1c(F)cc2c(=O)c(cn(c2c1)C(C(=O)NC1C2N(C(C(C)(S2)C)C2C(C)(SC3N2C(=O)C3)C)C1=O)c1c(=O)c2cc(ccc2[nH]c1)F)C(=O)O	10.1	0.0	9.7	9.7
c1(c(F)cc2c(=O)cc[nH]c2c1)NC(=O)C(N1CC(C)NCC1)C1C(C)(SC2N1C(=O)C2n1cc(c(=O)c2cc(ccc12)F)CC(=O)N)C	8.2	0.0	10.5	9.6
c1c(F)cc2c(=O)c(cn(c2c1)c1c(F)cc2c(=O)c(c[nH]c2c1)c1c(=O)c2cc(ccc2n(c1)C1C2N(C(C(C)(S2)C)C2C(C)(SC3N2C(=O)C3)C)C1=O)F)C(=O)O	10.2	0.0	10.4	8.4
c1(c(F)cc2c(=O)ccn(c2c1)c1c(F)cc2c(=O)c(c[nH]c2c1)C1C(C)(SC2N1C(=O)C2n1ccc(=O)c2cc(ccc12)F)C)N1CCNCC1	10.6	0.0	9.5	7.9
CC1(C(N2C(S1)C(C2=O)n1cc(c(=O)c2cc(ccc12)F)c1c(=O)c2cc(c(cc2n(c1)c1c(F)cc(F)cc1)NC(=O)C)F)C)C	9.6	0.3	10.7	8.7
c1c(F)cc2c(=O)c(c[nH]c2c1OC)C(C(=O)Nc1c(F)cc2c(=O)ccn(c2c1)c1c(F)cc2c(=O)cc[nH]c2c1)C1C(C)(SC2N1C(=O)C2)C	11.5	0.0	9.9	8.8
CC1(C(N2C(S1)CC2=O)C1C(C)(SC2N1C(=O)C2NC(=O)C(c1c(=O)c2cc(ccc2n(c1)CC(=O)N)F)N1CC(C)NCC1)C)C	8.2	0.8	8.5	9.0
c1c(F)cc2c(=O)c(cn(c2c1)C1C2N(CC(C)(S2)C)C1=O)C(C(=O)N)c1c(=O)c2cc(c(cc2[nH]c1)Nc1c(F)cc2c(=O)cc[nH]c2c1)F	10.3	0.0	9.8	9.4
CC1(CN2C(S1)C(C2=O)NC(=O)Cn1cc(c(=O)c2cc(ccc12)F)c1c(=O)c2cc(ccc2n(c1)C1C2N(C(C(C)(S2)C)C)C1=O)F)C	9.4	0.0	11.3	11.2
c1(c(F)cc2c(=O)c(cn(c2c1)CC)C1C(C)(SC2N1C(=O)C2)C)Nc1c(F)cc2c(=O)cc[nH]c2c1	8.8	0.5	8.5	8.5
c1(c(F)cc2c(=O)cc[nH]c2c1)Nc1c(F)cc2c(=O)ccn(c2c1)CC(=O)NC1C2N(C(C(C)(S2)C)CC(=O)N)C1=O	9.0	0.0	9.7	9.8
c1c(F)cc2c(=O)c(cn(c2c1)CC(=O)N)C(C(=O)N)n1cc(c(=O)c2cc(ccc12)F)C(C(=O)N)C1C(C)(SC2N1C(=O)C2)C	8.9	0.0	8.0	8.3
CC1(CN2C(S1)C(C2=O)NC(=O)C(n1cc(c(=O)c2cc(ccc12)F)C1C(C)(SC2N1C(=O)C2)C)c1c(=O)c2cc(cc(c2[nH]c1)OC)F)C	8.8	0.0	8.5	8.6
c1(c(F)cc2c(=O)ccn(c2c1)Cc1c(=O)c2cc(ccc2n(c1)C1C2N(CC(C)(S2)C)C1=O)F)n1ccc(=O)c2cc(cc(c12)OC)F	9.7	1.4	10.2	9.4
c1c(F)cc2c(=O)c(cn(c2c1)C1C2N(C(C(C)(S2)C)c2ccccc2)C1=O)Cn1ccc(=O)c2cc(c(cc12)n1ccc(=O)c2cc(ccc12)F)F	8.7	0.0	8.6	9.5
